UserID;Date/Time;topic;SearchTerm;emoticonBased;lexiconBased;Annotation 1;Annotation 2;Annotation 3;finalLabel5Classes;finalLabel3Classes;SN(Original Shona Tweet);ENGoogleTranslate
BNNZimbabwe;2022-09-21 05:37:10;Defence;chiwenga;UNK;UNK;VPOS;POS;POS;POS;POS;Sezvineiwo, kuti mapurisa aite basa remauto emauto, VaMnangagwa naVaChiwenga vaive nehurukuro yekunyorwa kwekunyora pasi mazano ekutongera mhosva imwe chete vozopa Mugovera neMugovera.;Fortunately, for the police to do the work of the military, Mr. Mnangagwa and Mr. Chiwenga had a discussion about writing down the recommendations for judging a single crime and giving it on Saturday and Saturday.
Zikkynara1;2022-09-10 08:20:28;Communication;gweru;UNK;NEG;NEU;POS;NEU;NEU;NEU;@EdgarsZW sun perfume bcz mukwekwe hamuna even bad boy and gud gal tinotoenda kugweru;@EdgarsZW sun perfume bcz mukweke don't have even bad boy and gud gal we have to go to gweru
tinobonde05;2022-09-25 14:09:08;Music;jah prayzah;UNK;UNK;VPOS;POS;VPOS;VPOS;POS;"Jah Prayzah is not my GOAT but i respect his track ""kumahumbwe"" & datz my best from JP.
Whenever l listen 2 it l end up ndakudzima twumisodzi ndichifunga zvandaiitwa when I was kid.
Ndaidzingwa kumahumbwe ndichiti uyu anobhowa anoita zvemashuwa shuwa https://t.co/5SsCNTS7cV";"Jah Prayzah is not my GOAT but i respect his track ""kumahumbwe"" & datz my best from JP.
Whenever l listen 2 it l end up I wiped away tears thinking about what I was doing when I was a kid.
I used to get kicked out of the club saying that this is a boring guy who does a lot of things https://t.co/5SsCNTS7cV"
lloydkasiyabvu1;2022-09-21 05:03:38;Education;Vana;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@nickmangwana Musatinyaudza vana Nick tiudzei kuti 15 Billion makaisepi kwete zve70 million kamari kasina basa ako;@nickmangwana Don't tell us kids, Nick, tell us why 15 billion is worth it, not 70 million, your useless money
kennedy36929903;2022-09-09 21:06:35;Sanitation;kusvika;UNK;NEG;VNEG;VNEG;NEU;VNEG;NEG;@RossiPenyayi @CC78641327 Uhmmm ukaona chikara chakubata kusvika apa ka wapadhuze neJeri manje;@RossiPenyayi @CC78641327 Uhmmm if you see the monster that took you this far you are close to Jail now
LaisiBenjy;2022-09-25 02:13:35;Agriculture;mvura;UNK;UNK;NEU;VPOS;NEU;NEU;NEU;@penzura_wacho Kucherera mvura;@penzura_wacho Digging for water
BrilliantKanhe2;2022-09-19 22:50:37;Agriculture;mvura;UNK;UNK;VPOS;NEU;VPOS;VPOS;POS;@brian___jethro Hapana chikonzero chekumanikidzira vanhu, haina kanaye same time;@brian___jethro There is no need to force people, they don't have the same time
TawandaManokor1;2022-09-20 21:04:30;Sanitation ;Vanhu;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@BeeZimondi @041_miss @ShadayaKnight vanhu vakangoona pakanzi Shadaya votopinda ne moyo havatsvaki kwabva nyaya nekwairi kuenda.;@BeeZimondi @041_miss @ShadayaKnight people who just saw the name Shadaya and got into it don't look for where the story came from and where it is going.
TariAllenTanya;2022-09-13 19:46:33;Communication;harare;UNK;POS;NEG;NEG;VNEG;NEG;NEG;@Noth_ando @RutendoCindy Its called Archipelago. Kana Archies chaimo muHarare CBD. Nzvimbo yaishandiswa kushandisa, gomora vibe;@Noth_ando @RutendoCindy Its called Archipelago. Or Archies right in Harare CBD. The place used to use, gomora vibe
Kayemm34;2022-09-22 09:39:51;Agriculture;imbwa;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@joseph_kalimbwe @TafadzwaMugwadi Imbwa yakasunga hata, beche rako @joseph_kalimbwe;@joseph_kalimbwe @TafadzwaMugwadi A dog tied a hat, your baby @joseph_kalimbwe
dungahermish;2022-09-19 20:06:11;Education;Vana;UNK;UNK;VPOS;VPOS;POS;VPOS;POS;@ignitive3_0 @mhofela_mhofu @Tinoedza kutaura1 @zanupf_patriots @ZANUPF_Official @Chinamasa_PA @abetakawira @TafadzwaMugwadi Kana vana Bhiti (mbiti) vanorava zvimasset, zvinova zvinosimbisa kuti the best brain are in @ZANUPF_Official.;@ignitive3_0 @mhofela_mhofu @We try to speak1 @zanupf_patriots @ZANUPF_Official @Chinamasa_PA @abetakawira @TafadzwaMugwadi If the Biti (Mbiti) children read massets, it confirms that the best brains are in @ZANUPF_Official.
PrideDhliwayo4;2022-09-14 16:25:53;Finance;uyu;UNK;UNK;NEG;VNEG;VNEG;VNEG;NEG;"@drjaytee87 @KMutisi Anako ere kumusha kwacho iyeyu.!
Ndovatinoti mibvandirimwo kuchindau ava haana musha uyu!";"@drjaytee87 @KMutisi Anako is in the same village.!
That's what we call those who are in the palace, they don't have this village!"
MoreprecisionM;2022-09-23 06:37:55;Defence;chamisa;UNK;NEG;VNEG;NEU;VNEG;VNEG;NEG;"@daddyhope Talking of Mabasa; muna 2015 zvimwe zvavakasvika 30 000 vakaonererwa nemabasa nekuti VaChamisa vakaenda kupamusoro-soro kunotema mabasa ebasa basa. Vanhu vakaenda kudzimba vasina chinhu nekuti VaChamisa vakatengesa kutengesa. Zanu & CCC haina vatungamiri vabvumira. Zanu inotadza hupfumi hupfumi uye CCC inoparadza hupfumi.";"@daddyhope Talking of Jobs; In 2015, when they reached 30 000, they were given jobs because Mr. Chamisa went to the highest level to cut jobs. People went to empty houses because Mr. Chamisa sold to sell. Zanu & CCC do not have approved leaders. Zanu fails the economy and the CCC destroys the economy."
freddyMM93;2022-09-22 14:39:02;Agriculture;mvura;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@nickmangwana @edmnangagwa @ZBCNewsonline Zesa Perm Sec , hakuna magetsi. Hakuna mvura futi,;@nickmangwana @edmnangagwa @ZBCNewsonline Zesa Perm Sec , no electricity. There is no water again,
singerparte;2022-09-13 18:27:03;Finance;uyu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@elliewhipwrites Uyuwo uyu;@elliewhipwrites This one too
OVHIVHI;2022-09-22 19:32:16;Agriculture;mombe;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@terrymap1 Madziya makufudza mombe ne dhudhu bike.;@terrymap1 Madziya you are herding cows and ducks.
sibert_takawira;2022-09-18 09:39:34;Education;Vana;POS;POS;VNEG;VNEG;NEG;VNEG;NEG;@mr_zim_fit Kana mazogara zvamanje manje vana varikunyengwa, kuiswa mubhurukwa chaimo chaimo??????;@mr_zim_fit If you're going to sit down now, the kids are being cheated, put in the right pants ??????
the_twelvethman;2022-09-16 22:07:47;Finance;uyu;UNK;UNK;NEU;VPOS;VPOS;VPOS;POS;@scoutedftbl Anogona munhu uyu;@scoutedftbl This guy can
cktzim;2022-09-20 09:55:50;Education;Vana;UNK;UNK;NEU;VNEG;VNEG;VNEG;NEG;@enkudheni @Jewels_MsJay @Mug2155 @mimmitwit @LynneStactia @BrianVahombe1 @VAMISH Vana venyoka vana vana venyoka hunhu hwavo humwe;@enkudheni @Jewels_MsJay @Mug2155 @mimmitwit @LynneStactia @BrianVahombe1 @VAMISH Snakes, snakes, snakes, they are the same
zimleague;2022-09-22 12:10:08;Defence;mbavha;UNK;UNK;VNEG;VNEG;NEG;VNEG;NEG;@daddyhope @ReserveBankZIM Nyika yedu ine mbavha !!;@daddyhope @ReserveBankZIM Our country has thieves !!
EmbEspZimbabwe;2022-09-12 14:07:28;Communication;harare;UNK;UNK;POS;NEU;POS;POS;POS;?? ?? ?? The 4th Edition of Mitambo International ?? Theater Festival iri kutanga svondo rinouya kuReps Theatre - Harare, Zimbabwe ?????? Tarisai iyi!! https://t.co/b2YLHZCO9K;?? ?? ?? The 4th Edition of Mitambo International ?? Theater Festival is starting next week at Reps Theater - Harare, Zimbabwe ?????? Watch this one!! https://t.co/b2YLHZCO9K
KandunaDavid;2022-09-27 21:44:41;Agriculture;imbwa;POS;POS;NEG;VNEG;VNEG;VNEG;NEG;"@ClaireZDuri Especially vaya vaya vanozonzi ""Varume imbwa dzevanhu"" ??";"@ClaireZDuri Especially those who will be called ""Men are people's dogs"" ??"
Ruralgraduate;2022-09-25 08:09:55;Agriculture;mvura;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@narshy3842 @ManzunzuN Vamwe vanhu soo, so myopic. Unotoona kuti mvura yese yemasewage inoyerera ichienda mumisoro mavo. kuzivisa pastry ino.;@narshy3842 @ManzunzuN Some people are soo, so myopic. You can see that all the sewage flows into their heads. to introduce this pastry.
quda_mhazi;2022-09-20 17:02:38;Education;mwana;UNK;UNK;VPOS;NEU;VPOS;VPOS;POS;@muroora_waPutin Pakungoda tikupe mwana apa...;@muroora_waPutin When we want to give you a child here...
Dzivo6;2022-09-18 19:22:08;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@RealTalkFadzie Wangu, chingosiyana neMwana wevanhu kana uripo kumirira marriage;@RealTalkFadzie My, just be different from the Son of Man if you are there waiting for marriage
arshavinashle;2022-09-17 20:48:52;Sanitation;kusvika;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@MichaelaChie121 Manje l don't care urimo or hauno until takuziva kuti wave wangu ndoramba ndichizama kusvika zvaita.;@MichaelaChie121 Now I don't care if you are there or not until we know that you are mine and I will keep trying until it happens.
ZTNPrime;2022-09-14 15:58:45;Communication;harare;UNK;UNK;POS;NEU;POS;POS;POS;"KUENDA NZVIMBO

Muimbi Daniel Gonora nemukuru wake Isaac, weGonora Sounds, vasimuka vakananga kuItaly nhasi.
19 R Mukurumbira wenzira yeHarare CBD apo paunogamuchira, uchagamuchira kubva kune vanoshuvira zvakanaka; https://t.co/kYxInvaP4y";"GOING PLACE

Singer Daniel Gonora and his boss Isaac, of Gonora Sounds, left for Italy today.
19 R The reputation of the Harare CBD road when you receive it, you will receive from well-wishers; https://t.co/kYxInvaP4y"
gemini_wale;2022-09-21 10:09:03;Sanitation ;Vanhu;POS;POS;NEG;VNEG;NEG;NEG;NEG;@Mukaranga3 vanhu mapic aya vanomawana kupi ????;@Mukaranga3 where do people get these pics ????
h6SjWtGQR0Brt6N;2022-09-23 10:59:43;Home_Affairs;Baba;UNK;POS;VNEG;VNEG;NEU;VNEG;NEG;@azdeihc @ShadayaKnight Yes and if I know hapana chawakabvisa good for me. Freedom woooo. Ini handina kusungirirwa nelobola yawakabhadhara. Isu hatidi ku quality isu. Asi vana baba vedu vari kuda mari. Iyi haisi nyaya yevakadzi @ShadayaKnight;@azdeihc @ShadayaKnight Yes and if I know you didn't remove anything good for me. Freedom woooo. I am not bound by the lobola you paid. We don't want to quality ourselves. But our fathers want money. This is not a women's issue @ShadayaKnight
dereckgoto;2022-09-13 17:52:08;Finance;huya;UNK;UNK;POS;NEU;POS;POS;POS;"@JoanaMamombe Wanga wati ndichiata sei nhai vamu bhebhi waAndrew weZanuPF? 

#RegisterToVoteZanuPF - ndiko kune boys dzinodiwa nemabhebhi e @CCCZimbabwe 

#2023NgomaNdiyoNdiyo 

@MMlilo1 huya utore munhu wako weboys dze #ZanuPF uyu https://t.co/yYIDwf41aD";"@JoanaMamombe You said how am I doing Andrew's baby from ZanuPF?

#RegisterToVoteZanuPF - that's the boys and babes of @CCCZimbabwe

#2023The song is the song

@MMlilo1 come and get your #ZanuPF boys https://t.co/yYIDwf41aD"
klvn_Simba3600;2022-09-19 04:15:17;Home_Affairs;Baba;UNK;POS;VNEG;NEU;NEU;NEU;NEU;@BabaHarare1 @ShadayaKnight baba harare muri shasha chaiyo kana kuti pane ari kushanda ikoko?;@BabaHarare1 @ShadayaKnight baba harare are you really a genius or is someone working there?
RobbieManyara;2022-09-11 05:57:00;Finance;uyu;POS;POS;VPOS;VPOS;NEU;VPOS;POS;@TORNADOZW @IrvineSZ Ndi fav ka uyu ko vari kuuya ??;@TORNADOZW @IrvineSZ This is my fav, why are they coming ??
moyochiranduu;2022-09-26 19:23:54;Music;Shadaya;UNK;UNK;NEU;NEU;VNEG;NEU;NEU;@Mai_vaOmar @brightonmabs @tammybau1 @PrincoNganter Saka nyaya yako iripakungoti Shadaya kunwa Hunters pano?;@Mai_vaOmar @brightonmabs @tammybau1 @PrincoNganter So your issue is just Shadaya drinking Hunters here?
denfordjohnson;2022-09-27 14:10:07;Music;Shadaya;UNK;UNK;NEU;VNEG;NEU;NEU;NEU;Shadaya aka Shady haamboregi kundishamisa!!!!!;Shadaya aka Shady never ceases to amaze me!!!!!
noku_carol;2022-09-26 16:55:56;Defence;chamisa;UNK;UNK;POS;POS;VPOS;POS;POS;@ishemukati @nelsonchamisa Tichitarisawo pfungwa dzedu musingamire chamisa achidaidzira zvirango zvine basa here?;@ishemukati @nelsonchamisa Let's check our thoughts without stopping chamisa calling for penalties, do they matter?
Mr_Mhere;2022-09-22 13:40:42;Education;mwana;POS;POS;POS;POS;VPOS;POS;POS;@KanetaTinashe @KudaTheChoreo Dai wati mwana mucheche plus bhoo futi mucheche anenge Ana Maivake ???? then inini mai vanhu havasati vachembera https://t.co/jGYwO1P9GM;@KanetaTinashe @KudaTheChoreo If you said a baby plus a baby and a baby would be Ana Maivake ???? then I'm a mother people are not old yet https://t.co/jGYwO1P9GM
PrinceWeNdebvu;2022-09-27 05:52:21;Music;winky d;UNK;UNK;NEU;NEG;NEU;NEU;NEU;@dzimiri_arnold Ngatipe ngoma uyo anonzu Winky D;@dzimiri_arnold Let's give a drum to that crazy Winky D
Mx0lisi4;2022-09-19 15:41:54;Home_Affairs;Baba;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@BabaHarare1 @ShadayaKnight Baba Harare dai mambomira kutumira vanhu......;@BabaHarare1 @ShadayaKnight Baba Harare please stop sending people......
ZimLivesMeta;2022-09-26 17:26:01;Music;Shadaya;UNK;UNK;NEU;VPOS;NEU;NEU;NEU;@Pushkin06745199 Vairarama nguva ye ZANU PF, CCC NA SHADAYA;@Pushkin06745199 They lived in the time of ZANU PF, CCC AND SHADAYA
Zimbaperson;2022-09-20 02:58:22;Education;Vana;UNK;UNK;NEU;VNEG;NEU;NEU;NEU;@daddyhope Vana @MakomboreroH entitlement of the struggle moiwanepi? Makango fanana na Begotten son gonai ndakanzwa. Hopewell anoshandira nyika yose chigaro sewe uyu.;@daddyhope Children @MakomboreroH where do you get the entitlement of the struggle? You're like Begotten son, I heard. Hopewell works for the whole country in a position like this one.
CTemazburg;2022-09-21 08:44:21;Education;Vana;POS;POS;NEG;VNEG;VNEG;VNEG;NEG;@Bartholomewfish @HStvNews @daddyhope avoooo vana vadaddy vatokabira ??????;@Bartholomewfish @HStvNews @daddyhope avoooo daddy's kids are already stealing ??????
theguy_263;2022-09-26 07:05:33;Music;Shadaya;UNK;UNK;NEU;POS;NEU;NEU;NEU;Chikoro cheShadaya cheMifungo & Chokwadi kana Shadaya Boka reZvikoro kana University of Shadaya ... kungoyedza kuti nderipi zita rinoenderana! https://t.co/CYNLHvpFu7;Shadaya School of Thought & Truth or Shadaya Group of Schools or University of Shadaya ... just try which name matches! https://t.co/CYNLHvpFu7
mhanyani;2022-09-16 05:35:30;Finance;uyu;UNK;POS;NEG;VNEG;VNEG;VNEG;NEG;VaChamisa havana kuraramisara rusununguko rweZimbabwe BVAKAZARURWA kubva kumauto eRhodesia. Achiri kuraramira Ndosaka ndichaedza kuti varungu vave nechekuita nezviri kuitika mukati medu. Haana kukwana uyu. https://t.co/zKcDYgavXk;Mr. Chamisa did not fight for Zimbabwe's independence, THEY WERE OPENED by the Rhodesian forces. He is still alive. That's why I will try to get white people involved in what is happening in our country. He is not perfect for this one. https://t.co/zKcDYgavXk
TigerZim1;2022-09-22 07:52:33;Music;Shadaya;UNK;NEG;NEG;VNEG;NEG;NEG;NEG;Wese anovenga Shadaya haasi virgin;Everyone who hates Shadaya is not a virgin
BigMitc01898378;2022-09-13 04:07:14;Home_Affairs;mai;UNK;NEG;VNEG;VNEG;NEG;VNEG;NEG;@LynneStactia ndinofanana. People a few days ago had Elizabeth on they statuses, kambuya kaikutambudzai through huranda nesegragation but 95% of people rn don't even know kuti Mai Sorobhi is no more, our Own. RIP??;@LynneStactia I agree. People a few days ago had Elizabeth on their statuses, grandma used to torture you through slavery and segregation but 95% of people don't even know that Mai Sorobhi is no more, our Own. RIP
makakaseni;2022-09-10 21:35:38;Finance;kumba;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@VaMaposa_vacho @MaposaTasley Ndakambobvuta kacace kevanhu ndokundipinza mumuromo mangu?????. And ndakazoti ndikaudzwa nguva zvakare ndaendeswa kumba, and I didn't even know how high i was untill ndaudzwa. I remember ndakatombogara pa tap cz nyota yacho sooo, yaida kumedza nemapipe acho??;@VaMaposa_vacho @MaposaTasley I once grabbed a person's pussy and put it in my mouth?????. And when I was told the time again, I was taken home, and I didn't even know how high I was until I was told. I remember I even sat at the tap because I was so thirsty, I wanted to swallow with the pipes??
bri_dze;2022-09-16 16:51:56;Sanitation ;Vanhu;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@floyangu @Makiwah_ Iiiii vanhu vacho havagutsikane. Once watanhwa watosvava votsvaga zvimwe;@floyangu @Makiwah_ The people are not satisfied. Once you've been selected, you've already dried up and look for more
ultrazimpatriot;2022-09-23 04:52:49;Education;mwana;UNK;NEG;NEU;VNEG;VNEG;VNEG;NEG;@lisah_ncube Akafa nei mwana uyu?;@lisah_ncube Why did this child die?
Doro_renyika;2022-09-24 13:08:51;Music;Shadaya;UNK;NEG;NEU;NEU;POS;NEU;NEU;@HolyKay_Zw Handiti tose tinoziya bracket rema babe anorwisa Shadaya ka ? Iribho https://t.co/3FUZ7Ccq1K;@HolyKay_Zw Don't we all miss the bracket of babes who attack Shadaya? Irib https://t.co/3FUZ7Ccq1K
Luther_Hove;2022-09-19 13:08:13;Sanitation ;Vanhu;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@cde_shef @mandungwani @advocatemahere @CCCZimbabwe @Susan_Mutami @JobSikhala1 @Tinoedza 1 What's partisan pamunhu ari kumurume raping a minor? Rega matare edzimhosva agadzirise. Hazvingatadzise vanhu.;@cde_shef @mandungwani @advocatemahere @CCCZimbabwe @Susan_Mutami @JobSikhala1 @We try 1 What's partisan about a person raping a minor? Let the courts sort it out. It won't stop people.
T_a_t_e_;2022-09-21 05:07:43;Home_Affairs;Baba;POS;POS;POS;VPOS;VPOS;VPOS;POS;@mutserendende Dry baba haina hangover inorwadza????;@mutserendende Dry father doesn't have a painful hangover????
nyati_imhenyu;2022-09-24 05:14:07;Agriculture;nyama;UNK;UNK;NEU;NEU;POS;NEU;NEU;@DonMavindidze @freemanchari @MaponderaFA @KingJayZim @gospelmatondi @TeamFuloZim @ZECzim Whose standard? Nyama inoibva kwete kungonzi wa wa woti yaita. -10/10;@DonMavindidze @freemanchari @MaponderaFA @KingJayZim @gospelmatondi @TeamFuloZim @ZECzim Whose standard? The meat is cooked not just when you say it's done. -10/10
Mukaranga3;2022-09-21 06:51:57;Sanitation ;Vanhu;POS;POS;NEG;NEG;VNEG;NEG;NEG;@munemo_t @ethany263 he’s the onepwe zvekuti florist inini ndodeedza vanhu nemazita ????;@munemo_t @ethany263 he's the onepwe so I'm a florist and call people by their names ????
BishopBig4;2022-09-20 12:52:15;Sanitation ;Vanhu;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;Vanhu vakadzidza havana mari uye vane mari nekudzidza zvese vakazoita madegree ekutenga.;Educated people don't have money and people who have money and study all went on to buy degrees.
chioresewayne;2022-09-20 05:44:36;Music;Shadaya;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@McChenje @ClarieFay09 @chitowamombe14 Varume varikudzipwa murume murume wangu uyu shadaya watakawana ipfuma;@McChenje @ClarieFay09 @chitowamombe14 Men are suffocating man my husband this shadaya we got is a treasure
Libie_Tapie_M;2022-09-21 10:03:27;Education;mwana;UNK;UNK;POS;POS;VPOS;POS;POS;@Zimbaperson @Felicity191022 @antomukuwa Nhemha dzekuti uri virgin usiri, vabereki vobva vadaidzira mazakwatira vachiti mwana wedu anga akazvibata;@Zimbaperson @Felicity191022 @antomukuwa Lies that you're a virgin when you're not, parents then shout out loud saying that our child has behaved
tino_kudya;2022-09-27 08:55:59;Agriculture;kudya;UNK;UNK;NEU;NEU;NEG;NEU;NEU;@itsvxns @Blowbarma @BTonhodzayi @sihwaw @sarahtaye81 @Ruth9027 @JMangoya @hellen_venganai @Melozuze @KaviyaGertrude @joelgombera @PTChimusoro @CostMillions @Nyandoro61 @GibsonManyukwi Ayiri hama;@itsvxns @Blowbarma @BTonhodzayi @sihwaw @sarahtaye81 @Ruth9027 @JMangoya @hellen_venganai @Melozuze @KaviyaGertrude @joelgombera @PTChimusoro @CostMillions @Nyandoro61 @GibsonManyukwi Ayiri brother
LeoMapfumo;2022-09-17 05:12:55;Sanitation ;Vanhu;UNK;NEG;NEG;VNEG;VNEG;VNEG;NEG;@African2244 Aaah apa panofanirwa kusungwa vanhu apa. Hakuna zvakadai;@African2244 Aaah this is where people should be arrested. There is nothing like this
PropertybookZW;2022-10-07 10:18:16;Communication;harare;UNK;UNK;VPOS;POS;POS;POS;POS;"4 Imba yekurara yekuroja muGlen Lorne - USD 3,000/pm
 #LegacyRealEstate #PropertybookZW https://t.co/H2X7rYxSP2";"4 Bedroom apartment for rent in Glen Lorne - USD 3,000/pm
 #LegacyRealEstate #PropertybookZW https://t.co/H2X7rYxSP2"
MateoMujeyi;2022-09-15 12:07:53;Finance;uyu;POS;POS;NEG;NEG;VNEG;NEG;NEG;@GeeMukudzei @ZimViral @cxymba Haaa munhu uyu i hope achiri mukati nanhasi ??????.;@GeeMukudzei @ZimViral @cxymba Wow this person is a dream still inside today ??????.
TanakaZimbo;2022-09-23 06:10:39;Education;mwana;UNK;UNK;VNEG;NEG;VNEG;VNEG;NEG;@toxicghost_zw Zvinoreva kut Siya chihure mwana wevhu;@toxicghost_zw It means Leave the whore you son of a bitch
magumbo_wacho;2022-09-23 21:55:01;Education;mwana;UNK;UNK;POS;POS;VPOS;POS;POS;@RufinyuTakunda @kunta_kiddd @chitowamombe14 Utori mwana wangu …. Uye handisi kuzokutevera murume murume hako https://t.co/AwBFIkDtmY;@RufinyuTakunda @kunta_kiddd @chitowamombe14 You are my child.... And I'm not going to follow you man man please https://t.co/AwBFIkDtmY
chomupaketi;2022-09-14 19:52:17;Finance;uyu;UNK;UNK;NEU;NEG;NEU;NEU;NEU;Wamunoti Grealish uyu anomboita nezvei?Dai aedza zvimwe kana Zimdancell chaiyo;What do you think this Grealish is up to? He should have tried something else or Zimdancell
SimbaVaky;2022-09-18 15:34:23;Home_Affairs;mai;UNK;UNK;VPOS;NEU;NEU;NEU;NEU;@NChishy Bvunza mai vako;@NChishy Ask your mother
russel_simpson;2022-09-21 08:23:00;Defence;chamisa;UNK;NEG;VNEG;VNEG;NEU;VNEG;NEG;@Lee_Ann_Cara @nelsonchamisa E.D haina chairi kuburitsa. MaWar Veterans ane mavanga nekuremara, that's evidence vaive muhondo. Chamisa ari chokwadi chezvakaitika https://t.co/IPRiDlRSHz;@Lee_Ann_Cara @nelsonchamisa E.D has not released yet. War Veterans have scars and disabilities, that's evidence they were in the war. Chamisa is the truth of what happened https://t.co/IPRiDlRSHz
bcksV8;2022-09-22 04:32:41;Music;Shadaya;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@RealTalkFadzie Nxa, shadaya was right, zvibhorani izvi;@RealTalkFadzie Nxa, shadaya was right, these drills
iykeweston_;2022-09-27 08:15:58;Agriculture;mombe;UNK;UNK;NEU;VPOS;VPOS;VPOS;POS;@_MissE1 But mombe iyi iri one inogona kutoroora zvikapera;@_MissE1 But this cow is one that can get married after all
OsiMuzi;2022-09-24 05:37:54;Agriculture;huku;NEG;NEG;VNEG;VNEG;NEG;VNEG;NEG;@KMutisi @edmnangagwa Kikiki  kwachihota vakapiwa huku imwe  ????;@KMutisi @edmnangagwa Kikiki kwachihota were given one chicken ????
Clibert5;2022-09-26 07:06:32;Agriculture;mombe;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@RuruChigombe Apa ichoo chakapedza  haku kuisa mombe mudanga chakutaurisa;@RuruChigombe Here, what you have done is not to put the cows in the barn
mr_zim_fit;2022-09-11 19:38:02;Finance;uyu;UNK;UNK;NEU;VPOS;NEU;NEU;NEU;@ysl_mint Mwana ma 1 uyu @magic_wacho ita plan or ndiitiro plan (zviri pa 2 );@ysl_mint This 1st child @magic_wacho make a plan or I will make a plan (it's on 2)
Djpodadoent;2022-09-21 15:14:59;Music;Shadaya;UNK;POS;NEU;VNEG;VNEG;VNEG;NEG;@effort_EM @BabaHarare1 @ShadayaKnight Ane basa reyiko shadaya akangofanana naProphet Madungwe;@effort_EM @BabaHarare1 @ShadayaKnight Shadaya is just like Prophet Madungwe
_bee_zw;2022-09-23 05:17:59;Education;mwana;UNK;UNK;POS;POS;VPOS;POS;POS;"@ShadayaKnight @mr_zim_fit Roora haisi yemutengo uri pano

Roora kuremekedzwa
Roora inovaka mhuri
Itsika

Iwewe semukwasha you are recognised as mwana wepo and respected Obhobhowawo respect kwawari

Mukadzi wako anobatwawo as a daughter, since makaenda kunomutora mega kumba kwavo";"@ShadayaKnight @mr_zim_fit Bride is not for the price here

Marry honorably
A bride builds a family
It's a tradition

You as a son-in-law, you are recognized as a son of the place and respected Obobbowa, respect for you

Your wife is also treated as a daughter, since you went to pick her up at her house"
fmzondiwa;2022-09-21 02:16:24;Music;Shadaya;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@WadzaHamandishe @JamesWekwaSadza @Mamoxn @ali_naka Asi Shadaya anogara kuti ari kutaura zvinyaradzo nekuti handisi kuona kuti kupindirana kwaThandekile naAli.;@WadzaHamandishe @JamesWekwaSadza @Mamoxn @ali_naka But Shadaya always says that she is talking about consolations because I don't see the interaction between Thandekile and Ali.
shakamangondo;2022-09-24 11:59:42;Defence;chamisa;POS;POS;POS;VPOS;POS;POS;POS;Mhofu ne brigade vachi tweeting muHarare kuti tidzokere kumakwenzi kana Chamisa akunda ?????? https://t.co/uK6hhC17hK;Mhofu and brigade tweeting in Harare to go back to the bushes if Chamisa wins ?????? https://t.co/uK6hhC17hK
_MakdShelby;2022-09-18 14:07:46;Home_Affairs;Baba;UNK;UNK;POS;POS;VPOS;POS;POS;@FidelisMatiashe @mr_zim_fit Usd baba;@FidelisMatiashe @mr_zim_fit Usd father
ruredzo_s;2022-09-19 06:14:10;Finance;uyu;UNK;POS;VNEG;VNEG;NEU;VNEG;NEG;@generalmanas @Black_muffine @RealTalkFadzie Tarisa ?? iyo iriprofile pake, this muffine guy is gay as well. Akuda kutodya mface uyu ..hapana help yaakuda kumupa;@generalmanas @Black_muffine @RealTalkFadzie Look ?? that's on his profile, this muffin guy is gay as well. He wants to eat this man.. he didn't want to give him any help
MWuragu;2022-09-25 10:06:45;Agriculture;huku;UNK;NEG;VNEG;NEG;VNEG;VNEG;NEG;Ndakazombotenga huku yakaora paZindoga apa ndaive nenzara sei. Haridyike sadza racho kkk https://t.co/RqN8laoVDH;I once bought rotten chicken at Zindoga and I was so hungry. Can't eat the straw https://t.co/RqN8laoVDH
Millycent03;2022-09-20 18:01:40;Sanitation ;Vanhu;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;"@godwineonline @lindiwe_rue @UncleGrae Chirevo chekupedzisira chaive chisina basa mukoma.
You cheat on them virgins futi hamuna kana Penyu vanhu imi";"@godwineonline @lindiwe_rue @UncleGrae The last comment was pointless bro.
You cheat on them virgins and you people don't even have Lives"
